family,threshold,support,tp,fp,tn,fn,precision,recall,f1,none_support,none_false_activation,none_false_activation_rate
arrow,0.4,10.0,10.0,4.3333,254.6667,0.0,0.7009,1.0,0.8232,137.0,2.3333,0.017
arrow,0.45,10.0,10.0,4.0,255.0,0.0,0.7222,1.0,0.8364,137.0,2.3333,0.017
arrow,0.5,10.0,10.0,3.3333,255.6667,0.0,0.7564,1.0,0.8596,137.0,1.6667,0.0122
arrow,0.55,10.0,10.0,3.0,256.0,0.0,0.7723,1.0,0.8707,137.0,1.6667,0.0122
arrow,0.6,10.0,10.0,2.0,257.0,0.0,0.8372,1.0,0.9103,137.0,0.6667,0.0049
arrow,0.65,10.0,10.0,1.6667,257.3333,0.0,0.8586,1.0,0.9235,137.0,0.6667,0.0049
arrow,0.7,10.0,10.0,0.6667,258.3333,0.0,0.9394,1.0,0.9683,137.0,0.3333,0.0024
arrow,0.75,10.0,10.0,0.0,259.0,0.0,1.0,1.0,1.0,137.0,0.0,0.0
arrow,0.8,10.0,9.0,0.0,259.0,1.0,1.0,0.9,0.9454,137.0,0.0,0.0
arrow,0.85,10.0,9.0,0.0,259.0,1.0,1.0,0.9,0.9454,137.0,0.0,0.0
arrow,0.9,10.0,8.3333,0.0,259.0,1.6667,1.0,0.8333,0.9061,137.0,0.0,0.0
arrow,0.95,10.0,6.3333,0.0,259.0,3.6667,1.0,0.6333,0.7685,137.0,0.0,0.0
