family,threshold,support,tp,fp,tn,fn,precision,recall,f1,none_support,none_false_activation,none_false_activation_rate
play_triangle,0.1,1.0,1.0,87.0,49.0,0.0,0.0143,1.0,0.0281,88.0,59.6667,0.678
play_triangle,0.15,1.0,1.0,76.3333,59.6667,0.0,0.0168,1.0,0.0329,88.0,54.3333,0.6174
play_triangle,0.2,1.0,1.0,64.0,72.0,0.0,0.0226,1.0,0.044,88.0,46.0,0.5227
play_triangle,0.25,1.0,1.0,51.6667,84.3333,0.0,0.0364,1.0,0.069,88.0,38.3333,0.4356
play_triangle,0.3,1.0,1.0,37.6667,98.3333,0.0,0.1322,1.0,0.207,88.0,26.6667,0.303
play_triangle,0.35,1.0,0.6667,23.3333,112.6667,0.3333,0.3392,0.6667,0.3448,88.0,14.6667,0.1667
play_triangle,0.4,1.0,0.3333,11.3333,124.6667,0.6667,0.0104,0.3333,0.0202,88.0,7.6667,0.0871
play_triangle,0.45,1.0,0.3333,2.0,134.0,0.6667,0.0476,0.3333,0.0833,88.0,0.3333,0.0038
play_triangle,0.5,1.0,0.3333,0.6667,135.3333,0.6667,0.1111,0.3333,0.1667,88.0,0.0,0.0
play_triangle,0.55,1.0,0.0,0.0,136.0,1.0,0.0,0.0,0.0,88.0,0.0,0.0
play_triangle,0.6,1.0,0.0,0.0,136.0,1.0,0.0,0.0,0.0,88.0,0.0,0.0
play_triangle,0.65,1.0,0.0,0.0,136.0,1.0,0.0,0.0,0.0,88.0,0.0,0.0
play_triangle,0.7,1.0,0.0,0.0,136.0,1.0,0.0,0.0,0.0,88.0,0.0,0.0
play_triangle,0.75,1.0,0.0,0.0,136.0,1.0,0.0,0.0,0.0,88.0,0.0,0.0
play_triangle,0.8,1.0,0.0,0.0,136.0,1.0,0.0,0.0,0.0,88.0,0.0,0.0
play_triangle,0.85,1.0,0.0,0.0,136.0,1.0,0.0,0.0,0.0,88.0,0.0,0.0
play_triangle,0.9,1.0,0.0,0.0,136.0,1.0,0.0,0.0,0.0,88.0,0.0,0.0
play_triangle,0.95,1.0,0.0,0.0,136.0,1.0,0.0,0.0,0.0,88.0,0.0,0.0
google_play,0.05,3.0,3.0,112.0,22.0,0.0,0.0267,1.0,0.052,88.0,73.6667,0.8371
google_play,0.1,3.0,3.0,90.6667,43.3333,0.0,0.0351,1.0,0.0675,88.0,62.0,0.7045
google_play,0.15,3.0,3.0,73.3333,60.6667,0.0,0.0472,1.0,0.0897,88.0,52.3333,0.5947
google_play,0.2,3.0,3.0,58.0,76.0,0.0,0.0663,1.0,0.1225,88.0,40.6667,0.4621
google_play,0.25,3.0,3.0,43.3333,90.6667,0.0,0.0868,1.0,0.1574,88.0,30.3333,0.3447
google_play,0.3,3.0,2.3333,30.0,104.0,0.6667,0.1878,0.7778,0.2957,88.0,17.6667,0.2008
google_play,0.35,3.0,2.0,21.0,113.0,1.0,0.2909,0.6667,0.3929,88.0,14.6667,0.1667
google_play,0.4,3.0,1.0,10.3333,123.6667,2.0,0.2407,0.3333,0.2444,88.0,6.3333,0.072
google_play,0.45,3.0,1.0,8.0,126.0,2.0,0.4074,0.3333,0.2778,88.0,5.6667,0.0644
google_play,0.5,3.0,1.0,1.3333,132.6667,2.0,0.4444,0.3333,0.3148,88.0,1.3333,0.0152
google_play,0.55,3.0,0.6667,0.0,134.0,2.3333,0.3333,0.2222,0.2667,88.0,0.0,0.0
google_play,0.6,3.0,0.6667,0.0,134.0,2.3333,0.3333,0.2222,0.2667,88.0,0.0,0.0
google_play,0.65,3.0,0.0,0.0,134.0,3.0,0.0,0.0,0.0,88.0,0.0,0.0
google_play,0.7,3.0,0.0,0.0,134.0,3.0,0.0,0.0,0.0,88.0,0.0,0.0
google_play,0.75,3.0,0.0,0.0,134.0,3.0,0.0,0.0,0.0,88.0,0.0,0.0
google_play,0.8,3.0,0.0,0.0,134.0,3.0,0.0,0.0,0.0,88.0,0.0,0.0
google_play,0.85,3.0,0.0,0.0,134.0,3.0,0.0,0.0,0.0,88.0,0.0,0.0
google_play,0.9,3.0,0.0,0.0,134.0,3.0,0.0,0.0,0.0,88.0,0.0,0.0
google_play,0.95,3.0,0.0,0.0,134.0,3.0,0.0,0.0,0.0,88.0,0.0,0.0
next,0.05,2.0,2.0,121.3333,13.6667,0.0,0.0164,1.0,0.0323,88.0,74.6667,0.8485
next,0.1,2.0,2.0,108.0,27.0,0.0,0.0188,1.0,0.0368,88.0,65.3333,0.7424
next,0.15,2.0,2.0,83.3333,51.6667,0.0,0.0265,1.0,0.0514,88.0,53.3333,0.6061
next,0.2,2.0,2.0,68.3333,66.6667,0.0,0.0319,1.0,0.0615,88.0,44.0,0.5
next,0.25,2.0,2.0,55.6667,79.3333,0.0,0.0424,1.0,0.0807,88.0,34.6667,0.3939
next,0.3,2.0,2.0,43.0,92.0,0.0,0.0494,1.0,0.0936,88.0,28.6667,0.3258
next,0.35,2.0,1.3333,21.0,114.0,0.6667,0.0778,0.6667,0.1369,88.0,10.6667,0.1212
next,0.4,2.0,1.3333,15.0,120.0,0.6667,0.1007,0.6667,0.1706,88.0,8.0,0.0909
next,0.45,2.0,0.6667,7.6667,127.3333,1.3333,0.0417,0.3333,0.0741,88.0,1.3333,0.0152
next,0.5,2.0,0.6667,4.6667,130.3333,1.3333,0.0667,0.3333,0.1111,88.0,0.0,0.0
next,0.55,2.0,0.6667,4.3333,130.6667,1.3333,0.0741,0.3333,0.1212,88.0,0.0,0.0
next,0.6,2.0,0.0,4.0,131.0,2.0,0.0,0.0,0.0,88.0,0.0,0.0
next,0.65,2.0,0.0,2.3333,132.6667,2.0,0.0,0.0,0.0,88.0,0.0,0.0
next,0.7,2.0,0.0,1.6667,133.3333,2.0,0.0,0.0,0.0,88.0,0.0,0.0
next,0.75,2.0,0.0,1.3333,133.6667,2.0,0.0,0.0,0.0,88.0,0.0,0.0
next,0.8,2.0,0.0,0.3333,134.6667,2.0,0.0,0.0,0.0,88.0,0.0,0.0
next,0.85,2.0,0.0,0.0,135.0,2.0,0.0,0.0,0.0,88.0,0.0,0.0
next,0.9,2.0,0.0,0.0,135.0,2.0,0.0,0.0,0.0,88.0,0.0,0.0
next,0.95,2.0,0.0,0.0,135.0,2.0,0.0,0.0,0.0,88.0,0.0,0.0
free,0.05,9.0,9.0,118.0,10.0,0.0,0.0712,1.0,0.1329,88.0,81.6667,0.928
free,0.1,9.0,9.0,103.0,25.0,0.0,0.0822,1.0,0.1518,88.0,73.0,0.8295
free,0.15,9.0,9.0,90.0,38.0,0.0,0.0963,1.0,0.175,88.0,63.3333,0.7197
free,0.2,9.0,9.0,77.3333,50.6667,0.0,0.1194,1.0,0.211,88.0,54.0,0.6136
free,0.25,9.0,9.0,73.3333,54.6667,0.0,0.1269,1.0,0.2224,88.0,52.0,0.5909
free,0.3,9.0,9.0,57.3333,70.6667,0.0,0.1645,1.0,0.2777,88.0,40.0,0.4545
free,0.35,9.0,9.0,48.6667,79.3333,0.0,0.1747,1.0,0.294,88.0,35.6667,0.4053
